Gene	H911	DIVID1	DIVID2	DIVID3	DIVID4	DIVID5	H1204	H1778	H1499	H1530
RAB7A	53.687	59.6039	69.8713	40.2733	16.0491	41.7663	64.9847	68.3718	75.1853	52.2091
ACAD9	8.33433	9.38666	6.0666	4.05923	3.76929	6.49347	9.65803	5.36113	4.06	10.2822
ISY1	4.53895	4.00611	2.46708	1.53343	13.7538	5.26337	5.07954	2.30538	4.40536	0.416621
CNBP	41.7729	82.4686	82.4281	63.457	88.946	75.4494	77.3311	59.8066	82.1123	46.9408
COPG	84.2069	60.6507	66.5505	34.6206	13.2464	34.6873	67.124	74.9152	80.166	71.0017
C3orf37	13.7696	20.9997	29.2098	10.4578	23.3873	15.3175	15.976	18.3209	20.8622	18.0502
H1FX	20.2336	11.2257	31.5965	11.9251	8.57845	8.06695	51.4303	43.5802	30.0224	31.8694
SNORA7B	162.449	102.06	113.617	23.0265	445.804	287.727	274.666	83.3785	88.465	45.6027
MBD4	10.1759	11.2928	9.72597	17.2296	1.07539	4.25836	7.88505	5.53593	7.17821	5.83236
IFT122	4.70259	5.31132	4.31846	10.9478	11.6074	4.06	6.44017	1.88823	3.00702	0.349119
PLXND1	7.02002	3.39108	4.21904	6.62211	1.55104	2.92595	3.66845	19.088	3.73187	11.3782
TMCC1	5.69203	5.19492	5.62546	4.07964	6.87074	5.79037	6.29962	3.68663	7.13509	4.80486
PIK3R4	7.04904	10.333	7.73412	3.26376	1.93813	7.10685	5.7096	4.50102	7.00551	5.05458
ATP2C1	18.1598	19.846	21.8712	16.5768	24.2062	20.6612	26.7606	24.1729	9.70705	17.5143
ASTE1	2.95499	5.64887	2.03414	8.4019	9.46415	2.697	4.03409	1.17978	3.663	0.336054
NUDT16P1	2.04793	5.68044	5.69337	1.7597	1.01005	8.66713	3.40187	1.92429	4.31303	0.173472
NUDT16	1.42929	3.21544	2.48332	10.4438	1.37199	3.28877	6.35594	1.10706	2.84726	0.136454
MRPL3	25.763	33.1092	37.9665	5.33619	30.8686	55.4703	45.4377	22.8218	21.0601	28.7702
SNORA58	645.838	2668.76	561.675	822.976	6035.68	3025.66	1081.95	3104.76	750.346	786.368
ACPP	1.46858	1.34776	1.47395	1.59414	0.998898	1.5409	1.80699	0.801002	7.93416	0.271457
DNAJC13	8.03866	10.5221	6.03269	8.65634	9.5414	4.24052	7.11757	3.86064	2.61526	4.46883
UBA5	7.59842	22.1744	13.0607	13.5337	15.4387	20.9637	12.3522	4.19377	6.63226	2.58535
CDV3	38.0252	32.6221	41.1516	32.1634	20.4371	20.9912	51.8487	27.4143	55.0184	35.8502
TOPBP1	5.2997	5.82759	3.18992	2.07007	3.5337	3.4906	4.81651	2.46456	6.40889	1.87675
TF	0.959585	2.3973	1.12953	12.6014	7.82792	3.85656	0.36346	1.52984	0.961922	0.00217746
SRPRB	21.6572	56.9578	48.0187	54.7422	37.1292	77.4606	59.9306	25.7423	20.8529	28.8622
RAB6B	1.48803	3.12662	2.86568	1.53343	1.26796	3.85656	2.96428	3.58688	2.19768	0.387588
SLCO2A1	1.59414	4.66335	5.71035	7.47976	8.41588	2.72054	4.46396	1.13776	1.34925	0.302667
RYK	7.88962	11.5097	8.97548	7.13743	16.0817	23.9692	9.1503	3.8833	8.4862	11.9689
AMOTL2	8.3573	22.3496	39.0371	21.0429	1.1588	5.84016	5.98159	1.93334	8.02192	5.31604
ANAPC13	23.2104	27.1443	25.4251	9.71849	28.0136	42.0506	37.4285	19.2636	22.8691	16.1477
CEP63	2.41955	4.63132	1.9999	14.4255	6.73765	2.34774	3.86971	2.01991	3.30906	0.295408
PPP2R3A	6.62933	4.71671	4.45146	3.18969	3.58021	3.83779	5.77434	1.4677	5.92981	0.40791
MSL2	7.16476	10.4621	4.5367	12.6417	9.61844	4.44335	9.20153	3.77048	7.76453	6.89905
PCCB	8.95284	21.5865	26.7855	7.9324	15.7114	30.4796	12.4183	22.9883	11.5677	13.9835
STAG1	9.25313	25.7268	15.7556	27.9374	16.8197	21.4304	14.8583	7.11773	11.0899	13.4839
TMEM22	6.77178	4.35405	6.64096	1.83143	10.989	5.31391	6.70498	6.09569	8.80491	5.3895
NCK1	7.37065	12.2593	19.1031	6.91985	41.3409	17.008	7.35536	9.69982	8.62683	4.93476
A4GNT	0	1.61823	1.42576	8.66736	10.768	2.697	2.79611	0	0	0
DBR1	7.75383	9.5289	4.20479	12.8159	18.7265	6.18683	7.49709	2.95659	7.53825	1.0006
ARMC8	5.3358	8.91626	4.70712	10.8224	2.62286	5.28865	4.73294	2.66191	6.27258	1.08234
MRAS	6.68348	2.75351	1.73797	6.12466	4.54698	4.06	2.11537	2.72709	2.16808	0.232988
CEP70	6.2361	12.1858	24.5695	2.34308	9.52211	30.065	17.2525	2.55277	7.30737	0.484848
FAIM	6.12377	10.7612	27.5238	17.6411	13.9476	14.0888	11.1768	1.29297	3.64569	0.262747
PIK3CB	6.79624	10.4964	3.61001	9.43011	3.81731	6.87752	8.10363	1.47814	9.95222	0.423154
MRPS22	13.5893	20.0037	28.807	2.34308	17.3485	36.5893	14.7722	11.2543	20.3324	28.4027
COPB2	77.6178	83.2581	106.79	71.3356	48.0826	63.4992	75.0289	79.7984	33.2775	92.3936
RBP1	88.3214	29.8131	62.601	39.1557	40.4877	51.4121	70.9695	27.529	20.8483	23.1268
NMNAT3	1.48249	8.36984	5.31969	11.1838	1.19917	6.54481	3.79126	1.58911	2.53675	0.18581
CLSTN2	2.10158	2.32207	5.37067	1.95884	5.99818	2.18345	5.2428	2.17293	3.00702	0.161858
SLC25A36	5.46912	32.2877	19.5206	9.00715	17.7459	35.3691	12.3787	4.82836	19.1495	4.836
SPSB4	1.4462	4.5779	4.91147	12.2914	3.81731	9.81899	2.00367	0.771793	1.89684	0.0522591
ZBTB38	14.1498	23.019	26.2404	15.356	13.0041	7.73992	11.894	16.6987	8.57895	13.4592
RASA2	5.39236	4.83392	2.64434	1.68112	3.86562	5.74052	3.03826	1.45195	4.08065	0.70208
RNF7	12.6243	5.29017	9.49042	7.92114	11.6974	15.9098	5.97448	15.1308	10.6124	11.0069
ATP1B3	18.2745	5.39585	12.4237	2.89968	1.79748	9.28776	14.4339	22.3437	19.3274	18.4126
TFDP2	1.871	5.37473	3.46142	11.059	1.36272	2.60116	4.00824	1.31341	3.75755	0.164761
XRN1	6.5701	19.4835	12.4237	9.09428	18.5355	14.1618	7.5979	3.4336	7.77761	0.539284
ATR	4.94909	8.17365	5.04761	6.56498	14.9476	8.21741	4.11141	2.19641	3.83413	0.428234
PLS1	11.5504	13.4604	22.0655	16.7154	15.6569	22.7984	12.9932	8.97312	8.5981	16.746
SR140	5.63156	12.3327	6.91531	13.4676	15.3842	5.26337	9.6106	2.28631	8.13856	0.386862
C3orf58	3.51097	11.1837	8.57893	4.30002	10.4521	9.38666	4.37516	1.50754	3.46158	0.172019
PLOD2	46.6228	10.9647	7.04416	7.27459	15.0677	19.1151	10.1983	41.3027	19.6569	17.2503
PLSCR4	6.10907	9.94251	7.22108	9.15948	1.27761	7.48737	4.93727	3.00841	2.32424	1.29105
PLSCR1	40.984	26.2563	26.7525	13.0029	15.2313	16.2389	38.5298	18.0653	6.78903	27.9621
CPB1	1073.03	41282.7	73765.6	47275.5	45304.6	39530.5	8181.55	1343.28	9009.67	2867.56
CPA3	2.5677	9.92503	14.7242	34.1029	1.07539	17.8595	3.83488	0.974125	2.32424	0.513155
GYG1	13.5637	12.8744	27.1799	8.06717	17.1869	25.3575	37.357	15.9897	21.9613	18.6381
HLTF	6.46105	22.254	19.059	12.3184	16.8413	17.1237	8.8802	10.3958	7.09525	9.73689
CP	1.30482	1.22519	0	1.50249	0	1.33035	6.20093	0.94344	1.84904	0.104518
TM4SF1	203.006	80.4259	86.381	56.8871	36.5878	66.5006	73.0332	33.8994	215.9	91.2523
TM4SF4	189.786	125.129	184.276	32.7975	316.893	189.812	252.126	1482.96	20.2669	203.274
WWTR1	30.6759	22.2062	22.9473	7.90988	8.8055	17.0311	7.61132	10.0463	11.4832	11.9802
COMMD2	5.73723	4.50303	4.91147	8.11199	4.26315	6.44208	6.45418	1.66307	4.89553	0.520413
RNF13	9.86628	23.4022	23.7603	6.91985	32.9841	38.4664	13.5477	8.58273	20.0899	9.79509
PFN2	32.9625	63.9086	58.9732	35.472	147.119	58.0146	56.0916	34.1504	38.343	35.6502
TSC22D2	6.02058	6.83735	23.9097	9.37591	1.41786	6.87752	5.33122	3.60344	7.35364	5.59466
SERP1	45.9495	107.848	104.801	156.943	163.335	196.047	80.4361	28.242	33.6733	29.7803
EIF2A	17.9504	30.1725	34.8759	16.539	35.8845	43.3654	40.324	11.7259	20.148	15.0232
SELT	7.53695	15.0905	6.94754	16.9291	26.4191	38.9788	15.5864	5.03677	9.20536	7.30435
SIAH2	6.09925	12.5357	29.1616	16.6147	3.04107	18.4062	7.93153	5.31219	7.55469	5.20083
AADAC	3.53083	4.40832	1.36246	21.3942	1.14858	14.6705	5.7096	0.735932	9.51121	10.2822
MBNL1	15.4657	25.6719	22.3671	11.1006	16.1796	18.7909	18.2423	11.6776	12.47	14.0283
P2RY1	1.41512	4.24499	5.69337	2.16943	18.7371	6.46778	6.52411	1.54688	4.05587	1.61288
RAP2B	5.03368	4.02462	5.33668	6.30366	10.114	6.39065	4.44844	2.07054	4.31303	0.418072
DHX36	10.2834	18.2455	9.91117	2.16943	16.2123	9.28776	12.3787	3.33091	6.61558	4.7012
PLCH1	2.40115	2.90641	5.06462	7.41145	4.16192	2.8132	1.92146	1.07357	2.08948	0.143712
SLC33A1	8.8175	12.2103	21.3087	43.6728	22.4874	30.924	13.2373	9.53143	6.32904	12.0481
GMPS	15.9987	14.6652	26.9172	19.7956	13.6679	23.4524	16.2583	10.6853	21.5237	13.1949
KCNAB1	1.15762	3.08692	3.22036	1.51801	10.1329	3.32974	6.69111	0.822256	0.560334	0.0377426
SSR3	45.1603	108.62	96.4534	133.268	79.1985	169.395	60.4053	34.1245	24.9073	38.6007
TIPARP	8.17765	55.172	72.7411	19.9173	13.5183	46.6965	14.1809	4.55347	16.9734	6.05513
CCNL1	4.10679	30.155	33.9054	6.89693	1.90258	15.1504	10.6642	2.07517	6.98888	4.48428
VEPH1	1.23247	8.07724	7.41375	13.176	0.998898	4.70205	5.75278	0.671009	0.825091	0.0486299
RSRC1	8.80394	10.8631	24.2079	2.45791	12.0729	15.222	11.6357	9.96903	8.6523	11.3212
MLF1	2.28224	4.22674	4.31846	9.71849	4.36564	6.64738	2.88049	1.3719	3.68458	0.226456
GFM1	16.3547	18.3271	9.37087	12.5207	14.7295	20.6062	16.8339	12.7654	19.1276	14.5021
LXN	21.3478	9.88128	1.80875	35.486	11.7154	13.5249	6.27141	4.87095	6.3224	11.4864
MFSD1	10.2265	16.085	20.4611	16.6902	20.5889	39.6932	15.1018	10.3568	8.96944	10.6281
IQCJ-SCHIP1	3.95342	3.84786	1.23799	1.51801	10.1894	1.52742	2.7584	1.8256	2.46197	0.433314
SCHIP1	3.2549	3.40076	1.22286	1.51801	8.99965	1.52742	2.41293	1.55028	2.31296	0.357104
LOC401097	3.5806	1.29243	5.01358	1.56397	9.25784	2.29417	2.00367	1.1337	1.41987	0.116131
IFT80	3.74084	9.5732	3.22036	3.95613	1.52489	7.73992	5.04222	1.47988	1.89009	0.299038
SMC4	5.44358	7.73317	2.81863	1.5791	2.78682	2.47719	2.87115	1.95147	2.76291	0.538559
KPNA4	9.46865	7.11505	8.69008	8.95258	3.44152	8.3676	8.35352	3.00841	10.9491	5.08066
SCARNA7	495.979	1334.86	754.905	422.552	2710.24	1214.12	930.748	1111.28	643.113	1020.11
ARL14	1.29888	1.3872	1.70231	13.1094	1.03213	4.27616	2.96428	0.152818	2.17996	0.0972599
PPM1L	4.43402	9.94251	9.29189	2.07007	14.4789	13.0955	9.82478	5.83369	8.26454	5.20083
B3GALNT1	2.20963	5.00404	3.68374	8.59015	1.16897	7.89103	4.59522	1.59078	3.1576	0.282344
NMD3	11.1191	31.5207	27.393	17.1046	43.2859	40.2015	40.8488	13.004	12.2266	13.6196
C3orf57	2.35527	8.88108	7.25321	2.78448	29.188	8.29254	7.17891	3.79858	2.03349	0.407185
BCHE	1.36057	1.50198	6.80243	1.56397	7.53224	2.15494	3.58012	1.1559	1.71203	0.0522591
SERPINI2	10.6503	1938.8	594.152	838.232	994.663	798.931	284.764	2.41598	101.573	7.01493
PDCD10	11.7217	13.3776	8.29267	6.42827	21.1713	23.2619	25.9862	11.4295	15.0254	12.7356
SERPINI1	5.74224	27.4863	24.1228	33.6264	28.8295	48.3141	15.7071	10.0386	6.46552	0.545816
GOLIM4	5.25313	4.126	3.87382	7.98861	0	1.8126	4.69481	1.34283	2.03979	0.271457
MECOM	6.36639	9.91628	6.64096	16.1088	1.40875	5.38958	6.60775	1.61129	4.17505	0.83997
TERC	26.9794	5.13136	65.9252	28.2531	20.3463	50.3479	38.3772	29.3292	8.05113	25.1007
MYNN	3.22561	5.80659	4.92849	8.84317	14.5333	7.86586	6.20796	1.48161	4.0724	0.50009
SEC62	17.0383	63.0764	45.1843	50.6508	71.7048	43.8784	48.9484	23.6533	19.9504	18.1976
GPR160	5.27385	8.88108	10.7528	59.8938	13.108	29.9465	6.34187	1.17582	4.1587	1.59414
PHC3	6.02058	9.88128	5.50659	7.19461	11.5533	6.16217	6.01712	2.29108	6.62225	0.544365
SKIL	34.8402	14.2834	24.5058	17.8522	21.887	36.8663	13.292	16.39	19.2661	17.8341
SLC7A14	2.93585	6.13154	7.18894	2.7242	6.70435	2.90365	5.46305	1.98788	3.73187	0.394847
RPL22L1	3.15751	3.87592	9.35508	5.80386	1.09661	22.6346	2.7016	5.10667	4.23615	6.18282
TNIK	4.24076	4.08921	3.96078	8.11199	2.15687	2.15494	3.60668	1.76359	3.35427	0.515332
PLD1	4.48937	23.5143	27.6708	17.2922	10.768	11.5906	7.23332	1.57397	1.95	0.50009
FNDC3B	10.5301	10.4191	27.1471	20.2022	28.4022	31.0721	9.18232	3.40106	8.52459	7.15761
TNFSF10	25.453	12.1449	9.88461	7.97737	10.3398	6.54481	7.69838	4.06625	3.98532	10.5821
NCEH1	13.4271	5.90106	20.2211	6.78235	14.3484	14.2105	6.33484	2.18701	13.527	10.6626
ECT2	5.41287	2.03592	1.21525	1.56397	7.82792	3.87529	4.36671	1.57228	2.51022	0.23952
NLGN1	1.97681	1.8998	2.56416	1.54875	1.56835	3.14276	1.84882	1.53325	2.59968	0.224278
TBL1XR1	14.8953	25.0466	25.7421	14.9441	35.9883	27.9624	11.0007	10.0463	18.9507	13.763
KCNMB2	6.41627	27.5582	29.0166	14.2952	43.3872	24.6205	45.269	6.07889	6.6823	5.79532
ZMAT3	5.02313	3.02708	2.30307	2.07007	1.57697	4.70205	5.03475	2.18701	3.48373	0.452186
PIK3CA	7.4848	10.4964	7.52598	2.62968	13.6465	13.4014	5.87465	2.84363	6.83237	2.97333
ZNF639	7.04421	11.5181	8.29267	15.4073	12.9867	8.91591	9.19513	5.00458	8.77319	0.399927
MFN1	6.64904	12.3164	6.86696	10.0615	2.74541	17.9966	12.1812	2.98246	7.65976	5.49987
GNB4	5.94649	2.82516	2.30307	2.49398	1.93813	3.68575	5.88894	1.98332	3.20849	0.377426
ACTL6A	13.2803	11.4681	20.3084	4.33934	1.16897	19.0597	17.8283	11.8223	8.14828	15.9443
MRPL47	21.674	10.3416	10.5871	2.52912	15.4496	16.3093	6.63557	6.93663	18.9584	19.4654
NDUFB5	38.018	58.3875	53.3603	45.7546	23.8769	62.8616	50.9919	27.5015	19.4684	37.895
USP13	2.45642	3.42976	3.31127	2.38257	4.0124	2.97018	2.364	1.53837	6.65561	0.312103
TTC14	3.1284	6.06875	2.54804	11.4735	16.06	5.00948	4.89963	1.45546	2.91079	0.355652
FXR1	6.29133	10.9393	7.87799	7.6614	17.3807	7.31006	8.13003	4.64296	7.81679	6.71908
DNAJC19	1.97681	3.00707	2.85002	10.5141	12.9519	7.71471	4.25652	1.2967	2.35225	0.164761
ATP11B	8.32055	11.6592	6.86696	8.86508	17.9065	18.2245	8.58207	3.40648	7.31398	5.23222
DCUN1D1	5.42312	5.18433	6.43065	2.3022	3.67416	7.84069	4.11141	1.92429	4.34925	2.49177
MCCC1	7.85223	26.3928	29.0811	23.2382	14.664	24.1593	18.7093	5.39926	6.37893	3.20393
B3GNT5	6.50574	9.71446	5.93093	7.2289	12.5501	23.2074	3.80872	1.85237	7.25773	4.91395
KLHL24	10.967	29.5406	32.2874	18.507	48.588	38.9618	10.7014	5.32849	16.0542	5.92772
YEATS2	5.1334	4.17187	4.8604	1.5791	8.64339	3.07882	5.07954	5.71748	3.44381	6.02856
PARL	14.176	20.3352	24.9091	3.21458	24.9055	21.595	11.5842	11.3896	26.232	15.1068
ABCC5	2.65178	3.8385	4.91147	1.68112	5.67012	3.80009	3.95643	2.64196	4.15461	0.449282
EIF2B5	8.93485	9.79361	5.71035	7.38867	12.8474	5.03496	8.85437	9.38666	6.92898	12.5783
DVL3	9.15931	4.35405	9.05465	11.5422	1.20913	3.72408	7.79852	12.3079	6.86569	11.0698
AP2M1	107.968	66.0279	80.3484	34.0609	37.6356	39.0641	63.2665	133.924	82.0513	110.006
ABCF3	7.6126	6.81014	19.367	1.89751	14.1097	7.10685	12.8316	15.0518	10.5229	13.8203
VWA5B2	4.00441	7.55153	13.215	0	1.49851	3.5104	8.64059	8.54064	6.68564	4.98682
MIR1224	1.1985	2.93671	0	0	0	19.3366	0	2.39662	1.56282	0
ALG3	12.6625	3.46832	6.44684	5.80386	11.481	14.0644	9.00263	11.7098	9.3149	29.0888
ECE2	1.63688	4.9403	22.2163	6.89693	1.46296	15.4363	4.73294	1.54858	2.76791	0.100889
CAMK2N2	3.23537	1.96822	5.16668	1.83143	0	2.50239	5.78152	2.60716	6.38892	0.407185
PSMD2	46.9632	21.0789	29.0489	11.6793	18.3122	20.248	18.1183	64.7742	74.0492	50.1222
EIF4G1	42.8946	25.571	43.454	32.9803	1.79748	7.99161	40.5462	57.8408	37.1836	49.0064
SNORD66	5766.35	18915.1	2663.61	1023.74	15697.2	13017.9	4129.58	27666.5	6418.72	5011.53
FAM131A	3.34308	3.02708	5.7443	1.51801	11.6614	5.49021	4.18838	6.69846	6.26926	4.47398
POLR2H	15.3581	13.4604	26.7525	2.5969	23.5499	31.8128	16.8339	23.9854	19.5062	36.6717
MAGEF1	9.54439	5.00404	19.8494	9.14862	1.24853	6.77533	15.7637	13.7063	12.3829	13.2564
VPS8	5.2997	7.08681	7.73412	7.18317	15.9729	13.6234	6.9739	3.47171	3.98116	6.39858
EHHADH	2.4934	5.56463	3.43152	10.345	1.44501	3.60842	4.02548	1.21501	1.75658	0.231537
MAP3K13	3.73078	6.64899	10.5871	14.0731	8.61092	6.51915	4.14566	1.36104	2.49955	0.297587
TMEM41A	7.53221	5.17374	20.2211	6.62211	6.87074	5.43993	5.30179	3.00841	6.52219	5.70546
LIPH	14.324	8.23852	13.215	7.71801	9.25784	5.38958	6.73269	2.68692	8.00244	13.2731
SENP2	7.72094	12.1613	21.2221	1.89751	10.2647	14.887	8.16958	5.88923	15.0803	5.46831
TRA2B	16.9082	32.3478	24.7393	16.6524	11.2633	20.2756	15.6574	12.1131	11.458	16.3544
ETV5	5.53533	4.34499	8.45179	2.56341	1.07539	4.44335	5.8675	3.56484	5.51155	5.78474
DNAJB11	43.8066	31.5381	31.8011	26.9154	21.1096	59.6174	36.8146	28.292	24.779	26.6619
EIF4A2	59.9859	183.875	151.124	74.0151	217.429	157.286	240.622	152.913	95.2036	97.5044
SNORD2	1649.17	3617.22	345.477	150.116	7937.28	2522.47	714.11	3544.8	435.273	327.493
MIR1248	21879.5	114649	10418.9	12413	85050.1	71815.8	10438.1	30290.3	10039.9	13615.3
SNORA81	13172.3	68841	6351.85	7377.92	51162.9	45026.9	6438.03	20209.7	6256.75	8713.96
SNORA63	5827.28	5074.28	13437.3	2231.86	10721.7	10769.3	5555.63	12137.9	8807.65	20179.5
SNORA4	1134.51	1749.18	617.182	298.7	2500.37	1318.87	668.801	1341.31	511.362	1218.16
RFC4	5.7723	4.23587	1.89625	1.7597	2.82849	3.47074	2.73951	1.71093	3.74044	0.29686
ST6GAL1	7.48006	9.69684	5.81218	7.63873	2.04634	2.94812	6.03841	2.85895	2.34108	5.9967
SST	1709.19	1514.31	2852.83	348.601	2462.31	335.945	2841.73	32059	5287.7	13196.3
BCL6	8.32514	23.5302	34.584	15.9309	2.99798	5.11128	14.0213	6.15177	9.04829	10.3688
LOC339929	1.30185	1.45475	1.10544	8.21262	1.06468	1.31558	1.37341	0.861941	0.383389	0.0616948
LPP	8.17765	4.87649	3.49126	9.11603	1.62739	2.90365	5.33122	1.53666	3.58481	0.521865
CLDN1	77.5334	12.1286	49.9053	11.1422	2.74541	17.5844	18.771	7.92111	14.6455	35.8379
CCDC50	7.85223	9.59089	3.71313	6.91985	8.44843	6.62175	6.85013	2.68191	7.39327	1.6911
FGF12	2.19156	3.99684	4.41735	2.52912	6.5041	6.51915	4.89209	1.53837	3.05922	0.386862
C3orf59	4.60469	2.38659	1.57445	1.68112	11.7692	3.0573	1.41627	1.38451	2.3186	0.318635
ATP13A4	1.14167	3.98758	4.14769	8.06717	3.62705	2.85869	2.72057	0.757955	0.929172	0.0609689
OPA1	9.50648	12.6893	6.81857	8.7224	10.6569	8.76673	7.63814	4.86562	19.1197	5.2846
HES1	22.1619	56.0941	34.3531	40.5487	18.376	11.5031	18.3593	19.3149	8.57895	20.4669
ATP13A3	48.3825	23.5782	13.8886	10.7665	31.9165	21.8964	12.1026	26.9725	19.6677	21.8595
LSG1	7.29425	6.46539	5.52358	16.438	1.97394	2.92595	8.12343	4.37585	8.20644	5.08588
C3orf21	4.60469	1.44999	2.7239	19.5324	1.16897	1.94411	4.54131	2.2768	3.90584	1.65131
ACAP2	6.16292	12.8664	7.36562	10.2319	15.1877	11.4162	8.0706	4.21127	8.88097	4.37103
PPP1R2	5.06526	6.12108	3.28103	1.68112	4.63402	8.74184	5.87465	2.8948	9.28675	6.18282
APOD	15.6457	31.3217	19.9807	33.135	1.20913	4.5212	74.4909	1.09042	6.50552	11.1613
TNK2	1.75758	2.59812	3.63955	1.51801	1.07539	2.42613	4.03409	3.06575	3.58481	0.451461
TFRC	30.2573	29.2408	25.8253	3.87231	14.468	22.5253	9.46891	26.1153	23.0018	36.4607
PCYT1A	5.12295	3.87592	1.29009	9.53129	12.2857	2.3211	3.40187	1.49201	4.98978	0.502993
TCTEX1D2	3.99419	2.66059	1.1533	0	35.2978	3.41074	8.64059	4.91896	7.23456	0.0870984
UBXN7	4.78354	10.3933	12.6039	6.18049	12.7428	17.4005	6.9327	3.0553	8.42852	2.70519
RNF168	4.62107	5.42752	4.84338	2.38257	1.03213	3.70494	4.19691	2.1542	6.48218	0.312103
FBXO45	3.65052	3.08692	1.55462	3.9353	3.39587	4.13268	2.3836	1.47988	6.3989	0.316458
PIGX	5.06	5.71199	5.91397	7.25175	9.19336	9.06484	3.67726	2.92049	3.76182	2.36941
PAK2	8.96186	9.27592	6.28478	10.906	9.84824	5.03496	8.4059	4.69577	6.55554	5.72658
SENP5	5.82724	6.70232	6.41445	11.1145	13.5823	12.6031	7.37565	5.91146	7.63023	5.79532
NCBP2	15.2509	13.2981	7.26928	2.34308	2.54251	7.51267	11.2275	12.3974	9.21478	13.2117
LOC152217	2.75525	2.31126	4.13338	1.83143	1.26796	5.59054	4.11997	2.99802	8.33857	1.71151
DLG1	10.967	18.9069	9.91117	11.7614	18.3441	17.5616	16.7359	9.83032	8.49903	12.6794
KIAA0226	4.74583	3.08692	3.91736	5.99352	1.17909	2.76717	3.72121	3.906	6.34234	4.94517
MIR922	5.44869	1.7607	3.61001	62.1044	0	3.76219	0	2.06131	15.781	0.0384685
FYTTD1	17.9885	22.9073	20.2648	7.68405	24.7715	29.4726	24.0673	12.7408	20.7649	11.9633
LRCH3	10.9036	9.92503	9.37087	6.82818	18.1202	18.3608	7.90498	5.90034	9.85697	12.7524
RPL35A	174.637	145.308	377.2	147.088	385.477	341.227	240.808	181.236	149.708	179.769
ZNF595	3.28423	5.13136	1.66646	0	9.48348	4.18677	5.25019	1.19552	4.06414	0.172019
ZNF876P	2.02121	2.21332	1.86137	1.56397	1.59414	10.1185	3.46452	0.983356	3.84682	0.512429
ZNF141	3.40214	5.00404	4.5367	1.54875	16.397	4.02341	2.7016	1.58575	3.98116	0.135729
ABCA11P	1.98568	4.86585	4.51966	0	4.41735	2.72054	3.24856	1.3881	2.55784	0.143712
ZNF721	2.06579	8.84604	3.1135	1.51801	10.564	3.45081	5.19843	1.49892	3.63703	0.296134
PIGG	6.32639	5.2161	6.7863	1.54875	12.9693	5.54042	3.61552	5.81707	6.63226	5.97547
ATP5I	71.6384	33.8066	140.057	65.6264	130.474	196.319	72.3614	156.415	80.1923	153.467
PCGF3	5.1908	2.86586	3.74247	7.81971	8.253	3.01396	3.83488	2.83344	3.41707	0.553801
CPLX1	2.11952	1.21465	2.06824	1.53343	3.96316	1.67032	4.44844	2.52817	2.25013	0.247505
GAK	8.56777	10.3847	26.5712	9.8332	1.19917	5.38958	8.56905	17.3575	9.18341	12.522
TMEM175	3.29403	4.29052	5.45563	4.05923	1.12797	3.66651	3.81745	3.93446	2.14416	1.81914
IDUA	1.43775	1.85378	5.37067	7.33166	1.41786	4.06	1.36263	1.71093	1.53091	0.0675013
FGFRL1	6.74729	4.6847	7.90995	15.9945	3.21619	2.50239	7.99122	1.341	3.85951	0.475412
TMED11P	1.33138	113.694	169.134	225.445	106.077	277.341	14.8225	0.768389	3.44381	0.0522591
SPON2	12.5289	2.54572	2.26991	6.74799	4.76549	3.3501	3.21223	77.2063	4.23615	27.2765
LOC100130872-SPON2	5.687	1.30259	2.03414	2.34308	1.12797	2.42613	1.07221	32.3651	1.89684	12.3643
CTBP1	29.5231	32.3649	60.7382	47.8253	14.0232	36.7971	46.6354	72.1585	24.8613	40.3068
MAEA	7.78667	5.94301	19.8932	3.45365	11.8409	6.31342	6.96017	13.3599	7.33051	11.867
KIAA1530	1.59146	2.19138	2.70804	7.77454	0.998898	2.3211	1.57355	1.31341	2.39658	0.200326
SLBP	13.5551	24.2506	20.5919	16.0072	12.2857	15.6972	11.076	13.2106	19.9636	16.471
TMEM129	5.32034	10.5564	23.2687	8.19028	14.9367	19.8342	8.88665	7.86418	7.04541	5.35276
FGFR3	1.3431	31.4083	30.0109	9.30028	4.80957	19.0319	5.10189	1.07569	1.89684	0.180003
LETM1	6.2562	3.61191	4.77525	6.21758	1.34406	3.60842	5.37527	3.78171	8.86194	6.41929
WHSC1	3.72072	3.01708	3.1135	3.28808	8.48094	4.31167	3.65965	2.54784	5.22377	0.483396
SCARNA22	521.998	291.091	179.599	382.873	516.279	293.515	303.202	173.131	183.612	76.4984
WHSC2	5.07051	3.22527	4.11907	24.6919	1.79748	3.5104	9.6106	3.40106	7.15168	1.08234
MIR943	4.02483	2.71232	3.18992	0	0	0	16.7289	11.7902	3.96447	14.9513
MXD4	6.88408	9.93377	16.6351	11.6108	11.6254	10.7466	8.54951	6.19671	7.05871	10.0854
RNF4	7.90363	5.9535	6.94754	7.27459	12.2503	5.46508	7.00132	4.47483	9.18341	10.1491
FAM193A	5.36154	5.51193	3.90286	8.23494	1.454	3.70494	5.33857	3.38483	5.97582	5.36325
TNIP2	6.3464	4.62064	6.26855	14.5686	1.27761	6.82645	4.97483	10.5364	7.25773	10.7258
ADD1	23.8812	28.8339	44.1079	35.207	14.9913	19.1151	45.5468	25.3958	25.318	23.3854
MFSD10	7.81479	2.72264	4.79228	1.59414	1.97394	5.03496	6.82254	10.1625	6.32904	4.96599
